animal_type,primary_color,sex,dob,intake_condition,intake_type,intake_date,outcome_date,outcome_type,outcome_group,age_at_intake
other,brown,Male,2022-09-10,ill severe,wildlife,2023-09-10,2023-09-10,euthanasia,Not Adopted,2.589041095890411
cat,orange,Male,2023-04-14,i/i report,stray,2023-05-04,2023-05-11,euthanasia,Not Adopted,1.9972602739726026
dog,brown brindle,Neutered,2013-06-16,injured  mild,stray,2023-06-14,2023-07-06,rescue,Adopted,11.830136986301369
cat,orange,Female,2023-04-14,i/i report,stray,2023-05-04,2023-05-11,euthanasia,Not Adopted,1.9972602739726026
cat,white,Neutered,2018-05-21,normal,stray,2018-10-21,2018-10-23,"shelter, neuter, return",Not Adopted,6.898630136986301
cat,gray tabby,Male,2021-08-02,under age/weight,stray,2021-11-03,2021-12-09,rescue,Adopted,3.695890410958904
cat,brown  tabby,Unknown,2019-09-09,normal,stray,2019-09-09,2019-09-11,euthanasia,Not Adopted,5.594520547945206
cat,black,Male,2019-06-20,under age/weight,stray,2019-07-27,2019-08-02,rescue,Adopted,5.816438356164384
cat,black,Male,2019-06-20,under age/weight,stray,2019-07-27,2019-08-02,rescue,Adopted,5.816438356164384
cat,brown  tabby,Male,2022-05-06,injured  moderate,stray,2022-07-06,2022-07-07,euthanasia,Not Adopted,2.936986301369863
cat,gray,Male,2018-08-15,under age/weight,stray,2018-09-08,2018-09-12,rescue,Adopted,6.663013698630137
cat,tortie,Female,2018-08-12,under age/weight,stray,2018-09-02,2018-09-02,transfer,Not Adopted,6.671232876712328
cat,calico dilute,Female,2018-08-15,under age/weight,stray,2018-09-08,2018-09-12,rescue,Adopted,6.663013698630137
cat,brown  tabby,Female,2018-08-15,under age/weight,stray,2018-09-08,2018-09-12,rescue,Adopted,6.663013698630137
dog,blue,Spayed,2015-12-25,normal,owner surrender,2019-08-18,2019-10-30,adoption,Adopted,9.304109589041095
cat,gray,Male,2018-08-15,under age/weight,stray,2018-09-08,2018-09-12,rescue,Adopted,6.663013698630137
cat,gray tabby,Neutered,2018-05-02,normal,stray,2018-09-02,2018-10-16,adoption,Adopted,6.950684931506849
cat,brown  tabby,Male,2017-01-14,injured  severe,stray,2022-01-14,2022-01-14,euthanasia,Not Adopted,8.246575342465754
dog,gray,Male,2015-03-22,normal,stray,2017-03-22,2017-03-22,return to owner,Not Adopted,10.065753424657535
cat,black,Female,2017-06-19,normal,stray,2017-08-19,2017-08-26,transfer,Not Adopted,7.8191780821917805
wild,brown,Unknown,2019-08-15,ill severe,wildlife,2024-08-15,2024-08-15,euthanasia,Not Adopted,5.663013698630137
dog,black,Male,2016-09-20,normal,welfare seized,2023-09-15,2023-09-20,return to owner,Not Adopted,8.564383561643835
dog,black,Spayed,2007-10-27,normal,owner surrender,2020-11-18,2020-11-19,rescue,Adopted,17.471232876712328
bird,gray,Unknown,2018-06-22,under age/weight,wildlife,2018-07-07,2018-07-07,transfer,Not Adopted,6.810958904109589
cat,black,Male,2018-07-27,injured  severe,stray,2023-07-27,2023-07-27,euthanasia,Not Adopted,6.715068493150685
cat,orange tabby,Male,2022-06-19,injured  severe,stray,2022-06-21,2022-06-21,euthanasia,Not Adopted,2.8164383561643835
cat,black,Unknown,2019-07-22,under age/weight,stray,2019-08-22,2019-08-23,rescue,Adopted,5.728767123287671
dog,tan,Male,2016-04-26,normal,stray,2018-04-29,2018-05-08,rescue,Adopted,8.967123287671233
cat,black,Unknown,2019-07-22,under age/weight,stray,2019-08-22,2019-08-23,rescue,Adopted,5.728767123287671
dog,black,Neutered,2014-06-28,normal,owner surrender,2017-11-16,2017-12-06,transfer,Not Adopted,10.797260273972602
dog,tan,Female,2017-04-15,normal,stray,2018-04-29,2018-05-05,transfer,Not Adopted,7.997260273972603
cat,white,Female,2019-09-22,normal,stray,2022-09-22,2022-09-22,return to owner,Not Adopted,5.558904109589041
cat,orange tabby,Spayed,2013-03-01,normal,stray,2018-03-01,2018-09-20,adoption,Adopted,12.123287671232877
cat,black,Female,2017-09-18,normal,stray,2017-10-18,2017-11-01,rescue,Adopted,7.5698630136986305
cat,brown  tabby,Male,2019-05-17,under age/weight,stray,2019-06-26,2019-07-12,rescue,Adopted,5.909589041095891
cat,orange,Male,2020-01-07,under age/weight,stray,2020-02-07,2020-02-07,rescue,Adopted,5.265753424657534
dog,black,Male,2019-12-28,normal,stray,2023-12-28,2023-12-28,return to owner,Not Adopted,5.293150684931507
cat,gray tabby,Neutered,2017-06-26,normal,stray,2019-06-26,2019-07-07,euthanasia,Not Adopted,7.8
dog,brown,Male,2016-01-04,normal,stray,2020-01-04,2020-01-10,transfer,Not Adopted,9.276712328767124
cat,black,Male,2023-07-26,ill severe,stray,2023-08-09,2023-08-09,euthanasia,Not Adopted,1.715068493150685
cat,black,Female,2017-02-18,normal,stray,2017-03-23,2017-03-23,transfer,Not Adopted,8.150684931506849
cat,brown  tabby,Male,2018-09-17,under age/weight,stray,2018-10-17,2018-10-18,rescue,Adopted,6.572602739726028
cat,brown  tabby,Female,2020-08-23,under age/weight,stray,2020-10-06,2020-10-08,rescue,Adopted,4.638356164383562
cat,black,Neutered,2024-09-04,ill mild,stray,2024-12-04,2024-12-27,adoption,Adopted,0.6027397260273972
dog,white,Spayed,2020-03-07,normal,stray,2022-03-06,2022-03-12,adoption,Adopted,5.101369863013699
cat,gray,Spayed,2022-05-15,under age/weight,stray,2022-05-27,2022-07-07,adoption,Adopted,2.9123287671232876
cat,brown,Male,2021-09-07,normal,stray,2021-10-07,2021-12-18,adoption,Adopted,3.5972602739726027
dog,brown,Neutered,2011-10-15,injured  moderate,stray,2019-10-18,2019-10-19,return to owner,Not Adopted,13.501369863013698
cat,gray,Neutered,2021-09-07,normal,stray,2021-10-07,2021-12-14,foster to adopt,Adopted,3.5972602739726027
cat,gray,Spayed,2021-09-07,normal,stray,2021-10-07,2021-12-10,adoption,Adopted,3.5972602739726027
dog,black,Female,2023-10-02,normal,stray,2024-12-02,2024-12-08,return to owner,Not Adopted,1.5287671232876712
dog,tan,Male,2016-08-14,normal,stray,2017-08-14,2017-08-20,transfer,Not Adopted,8.665753424657535
cat,brown  tabby,Neutered,2024-07-02,under age/weight,stray,2024-07-05,2024-09-19,adoption,Adopted,0.7780821917808219
dog,chocolate,Male,2016-10-25,normal,owner surrender,2018-04-25,2018-04-26,transfer,Not Adopted,8.468493150684932
cat,calico,Spayed,2019-09-19,normal,owner surrender,2024-09-21,2024-09-26,adoption,Adopted,5.567123287671233
cat,tortie dilute,Spayed,2024-08-25,under age/weight,stray,2024-09-19,2024-11-27,rescue,Adopted,0.6301369863013698
dog,black,Female,2024-02-09,injured  severe,owner surrender,2024-03-27,2024-03-28,rescue,Adopted,1.1726027397260275
bird,brown,Male,2004-08-14,normal,owner surrender,2024-08-14,2024-08-16,rescue,Adopted,20.673972602739727
dog,brown,Male,2018-09-03,injured  mild,stray,2022-09-03,2022-10-06,adoption,Adopted,6.610958904109589
cat,gray,Female,2018-05-02,under age/weight,stray,2018-06-02,2018-06-06,transfer,Not Adopted,6.950684931506849
dog,red,Male,2022-08-26,normal,stray,2023-05-15,2023-05-15,return to owner,Not Adopted,2.6301369863013697
cat,cream,Spayed,2017-07-31,ill severe,stray,2023-09-29,2024-02-01,adoption,Adopted,7.704109589041096
other,gray,Unknown,2021-03-23,under age/weight,wildlife,2021-03-30,2021-03-30,rescue,Adopted,4.057534246575343
cat,gray tabby,Female,2023-07-26,ill severe,stray,2023-08-10,2023-08-10,euthanasia,Not Adopted,1.715068493150685
other,gray,Unknown,2021-03-23,under age/weight,wildlife,2021-03-30,2021-03-30,rescue,Adopted,4.057534246575343
cat,orange tabby,Female,2023-07-26,ill severe,stray,2023-08-10,2023-08-10,euthanasia,Not Adopted,1.715068493150685
cat,calico tabby,Female,2023-07-26,ill severe,stray,2023-08-10,2023-08-10,euthanasia,Not Adopted,1.715068493150685
other,gray,Unknown,2016-12-14,normal,wildlife,2017-05-14,2017-05-14,return to wild habitat,Not Adopted,8.331506849315069
other,unknown,Unknown,2022-11-27,injured  moderate,wildlife,2023-05-27,2023-05-27,euthanasia,Not Adopted,2.3753424657534246
cat,brown  tabby,Female,2010-08-30,normal,stray,2017-08-30,2017-09-23,rescue,Adopted,14.627397260273973
cat,black,Neutered,2014-06-01,behavior  mild,owner surrender,2022-06-01,2022-10-02,adoption,Adopted,10.871232876712329
dog,tricolor,Male,2016-03-11,normal,stray,2017-03-11,2017-03-17,transfer,Not Adopted,9.093150684931507
dog,tan,Neutered,2021-02-23,normal,stray,2024-02-23,2024-03-07,adoption,Adopted,4.134246575342465
cat,gray tabby,Male,2022-03-02,normal,stray,2022-03-05,2022-03-05,rescue,Adopted,3.115068493150685
dog,white,Neutered,2007-05-26,ill moderatete,owner surrender,2021-05-26,2021-05-27,euthanasia,Not Adopted,17.893150684931506
cat,tortie,Spayed,2018-08-14,normal,stray,2019-08-14,2019-08-20,"shelter, neuter, return",Not Adopted,6.6657534246575345
cat,chocolate point,Female,2015-08-14,normal,stray,2019-08-14,2019-08-18,transfer,Not Adopted,9.668493150684931
dog,black,Neutered,2013-01-24,normal,stray,2021-01-24,2021-01-27,return to owner,Not Adopted,12.221917808219178
dog,tan,Neutered,2014-01-24,normal,stray,2021-01-24,2021-01-27,return to owner,Not Adopted,11.221917808219178
dog,brown,Neutered,2005-12-12,normal,owner surrender,2017-07-12,2017-08-12,rescue,Adopted,19.345205479452055
dog,chocolate,Male,2002-12-01,aged,owner surrender,2017-08-24,2017-08-26,euthanasia,Not Adopted,22.378082191780823
cat,gray,Unknown,2021-12-23,injured  severe,stray,2024-12-23,2024-12-24,euthanasia,Not Adopted,3.304109589041096
dog,brown,Neutered,2021-08-22,normal,stray,2024-08-21,2024-08-30,adoption,Adopted,3.6410958904109587
livestock,white,Female,2017-02-03,normal,stray,2017-08-03,2017-08-06,adoption,Adopted,8.191780821917808
dog,brown,Female,2016-04-07,normal,stray,2019-04-07,2019-04-13,transfer,Not Adopted,9.01917808219178
cat,brown  tabby,Unknown,2015-04-10,injured  severe,stray,2017-04-10,2017-04-10,euthanasia,Not Adopted,10.013698630136986
cat,gray tabby,Neutered,2018-02-06,fractious,stray,2018-08-06,2018-08-27,"shelter, neuter, return",Not Adopted,7.183561643835616
cat,tortie,Female,2017-11-02,normal,stray,2018-01-17,2018-01-18,transfer,Not Adopted,7.446575342465754
cat,gray tabby,Female,2018-04-20,normal,stray,2018-06-20,2018-06-29,rescue,Adopted,6.983561643835617
cat,brown  tabby,Male,2017-11-02,normal,stray,2018-01-17,2018-01-18,transfer,Not Adopted,7.446575342465754
cat,seal point,Male,2018-04-20,normal,stray,2018-06-20,2018-06-29,rescue,Adopted,6.983561643835617
dog,brown,Neutered,2015-06-23,normal,stray,2017-06-23,2017-06-24,return to owner,Not Adopted,9.810958904109588
dog,black,Neutered,2020-07-20,normal,stray,2022-07-20,2022-07-28,return to owner,Not Adopted,4.7315068493150685
dog,blue,Male,2014-01-10,normal,stray,2020-01-04,2020-01-10,return to owner,Not Adopted,11.26027397260274
cat,gray,Unknown,2023-07-25,injured  severe,stray,2023-07-29,2023-07-29,euthanasia,Not Adopted,1.7178082191780821
cat,gray,Male,2019-10-04,injured  severe,stray,2023-10-04,2023-10-04,euthanasia,Not Adopted,5.526027397260274
cat,black,Neutered,2018-06-20,fractious,stray,2018-10-20,2018-10-23,"shelter, neuter, return",Not Adopted,6.816438356164384
dog,brown,Male,2007-07-25,normal,stray,2017-02-09,2017-02-12,return to owner,Not Adopted,17.72876712328767
dog,white,Male,2013-08-03,normal,stray,2017-08-03,2017-08-09,transfer,Not Adopted,11.698630136986301
cat,brown  tabby,Spayed,2016-08-22,fractious,stray,2019-08-22,2019-11-19,"shelter, neuter, return",Not Adopted,8.643835616438356
cat,tortie,Female,2019-03-09,normal,stray,2019-05-09,2019-05-13,rescue,Adopted,6.098630136986301
dog,red,Spayed,2005-09-26,normal,stray,2022-02-13,2022-02-13,return to owner,Not Adopted,19.556164383561644
dog,brown,Female,2022-11-15,normal,stray,2023-01-15,2023-01-26,rescue,Adopted,2.408219178082192
dog,white,Neutered,2011-09-17,normal,owner surrender,2017-10-05,2017-11-03,euthanasia,Not Adopted,13.578082191780823
dog,white,Male,2014-11-04,normal,stray,2018-11-04,2018-11-10,transfer,Not Adopted,10.443835616438356
dog,red,Neutered,2023-03-23,normal,stray,2024-06-14,2024-06-23,return to owner,Not Adopted,2.0575342465753423
dog,brown,Neutered,2016-04-30,normal,stray,2018-04-30,2018-04-30,return to owner,Not Adopted,8.956164383561644
dog,brown,Spayed,2020-05-14,normal,stray,2022-05-13,2022-07-22,adoption,Adopted,4.9150684931506845
cat,blue point,Spayed,2023-06-04,ill severe,stray,2024-06-04,2024-06-11,euthanasia,Not Adopted,1.8575342465753424
dog,black,Neutered,2018-11-19,normal,stray,2023-03-04,2023-03-29,euthanasia,Not Adopted,6.4
dog,black,Neutered,2021-03-04,normal,stray,2023-03-04,2023-03-19,adoption,Adopted,4.109589041095891
dog,black,Male,2015-11-15,normal,owner surrender,2018-11-15,2018-12-04,euthanasia,Not Adopted,9.413698630136986
bird,gray,Unknown,2017-09-06,ill severe,wildlife,2018-09-06,2018-09-06,euthanasia,Not Adopted,7.602739726027397
cat,brown  tabby,Neutered,2019-07-24,normal,stray,2019-10-24,2020-01-03,adoption,Adopted,5.723287671232876
cat,gray tabby,Neutered,2019-05-17,normal,stray,2019-07-17,2019-09-04,adoption,Adopted,5.909589041095891
dog,tricolor,Female,2018-12-22,normal,owner surrender,2019-05-22,2019-05-25,transfer,Not Adopted,6.30958904109589
cat,snowshoe,Male,2018-09-11,under age/weight,stray,2018-10-11,2018-11-14,transfer,Not Adopted,6.589041095890411
dog,gray,Neutered,2021-09-27,normal,stray,2023-09-27,2023-10-03,rescue,Adopted,3.5424657534246577
cat,gray tabby,Neutered,2017-09-14,ill mild,stray,2024-09-14,2024-10-01,community cat,Not Adopted,7.580821917808219
cat,gray,Neutered,2012-08-01,normal,stray,2017-04-20,2017-04-26,"shelter, neuter, return",Not Adopted,12.704109589041096
cat,brown  tabby,Spayed,2014-07-30,normal,stray,2020-07-30,2020-08-20,adoption,Adopted,10.70958904109589
cat,gray,Neutered,2012-01-06,fractious,stray,2020-01-06,2020-01-14,"shelter, neuter, return",Not Adopted,13.273972602739725
cat,gray tabby,Spayed,2019-08-11,normal,owner surrender,2020-01-11,2020-01-12,rescue,Adopted,5.673972602739726
bird,white,Unknown,2017-03-19,normal,owner surrender,2017-10-19,2017-10-20,rescue,Adopted,8.07123287671233
other,gray,Unknown,2017-03-09,injured  severe,wildlife,2017-04-09,2017-04-09,euthanasia,Not Adopted,8.098630136986301
dog,brown,Male,2024-01-31,under age/weight,stray,2024-02-04,2024-02-04,rescue,Adopted,1.1972602739726028
dog,blue,Spayed,2021-11-01,normal,stray,2023-11-01,2023-11-03,return to owner,Not Adopted,3.4465753424657533
dog,blue,Female,2014-10-19,ill moderatete,stray,2020-10-19,2020-11-17,rescue,Adopted,10.487671232876712
cat,gray tabby,Unknown,2017-09-15,under age/weight,stray,2017-10-06,2017-10-13,rescue,Adopted,7.578082191780822
dog,white,Female,2017-12-13,ill severe,stray,2021-12-13,2021-12-29,transfer,Not Adopted,7.3342465753424655
dog,brown,Spayed,2010-06-10,normal,stray,2018-06-12,2018-06-13,return to owner,Not Adopted,14.849315068493151
cat,orange,Neutered,2022-04-07,normal,stray,2022-05-07,2022-06-16,adoption,Adopted,3.0164383561643837
cat,tortie,Female,2018-03-01,injured  moderate,stray,2018-06-29,2018-06-29,euthanasia,Not Adopted,7.120547945205479
cat,black,Male,2017-03-26,under age/weight,stray,2017-04-09,2017-05-09,rescue,Adopted,8.052054794520547
bird,brown,Female,2023-06-11,injured  moderate,wildlife,2024-06-11,2024-06-12,transport,Not Adopted,1.8383561643835618
cat,black,Female,2017-03-26,under age/weight,stray,2017-04-09,2017-05-09,rescue,Adopted,8.052054794520547
dog,tan,Spayed,2017-01-10,normal,stray,2021-01-10,2021-01-31,adoption,Adopted,8.257534246575343
wild,black,Unknown,2017-05-08,under age/weight,wildlife,2017-06-08,2017-06-08,rescue,Adopted,7.934246575342466
dog,brown,Spayed,2014-11-15,ill moderatete,stray,2024-01-18,2024-01-18,duplicate,Not Adopted,10.413698630136986
wild,black,Unknown,2017-05-08,under age/weight,wildlife,2017-06-08,2017-06-08,rescue,Adopted,7.934246575342466
dog,brown,Neutered,2021-06-19,normal,quarantine,2024-02-20,2024-03-06,euthanasia,Not Adopted,3.8164383561643835
wild,black,Unknown,2017-05-08,under age/weight,wildlife,2017-06-08,2017-06-08,rescue,Adopted,7.934246575342466
dog,gray,Male,2015-03-01,normal,owner surrender,2020-04-23,2020-06-30,rescue,Adopted,10.123287671232877
dog,tan,Female,2020-01-24,normal,stray,2024-01-24,2024-01-28,rescue,Adopted,5.219178082191781
cat,brown  tabby,Neutered,2011-04-08,normal,stray,2017-04-08,2017-05-04,transfer,Not Adopted,14.021917808219179
cat,orange tabby,Female,2023-05-09,injured  mild,stray,2023-07-06,2023-07-09,adoption,Adopted,1.9287671232876713
other,tan,Female,2023-02-08,under age/weight,wildlife,2023-03-01,2023-03-03,rescue,Adopted,2.175342465753425
dog,gray,Neutered,2015-08-04,normal,stray,2018-08-04,2018-12-29,euthanasia,Not Adopted,9.695890410958905
cat,brown,Female,2018-07-31,normal,owner surrender,2019-07-31,2019-08-05,transfer,Not Adopted,6.704109589041096
cat,orange tabby,Neutered,2024-02-15,normal,stray,2024-05-10,2024-05-15,adoption,Adopted,1.1561643835616437
dog,cream,Neutered,2020-03-06,normal,stray,2024-06-07,2024-06-07,return to owner,Not Adopted,5.104109589041096
dog,brown,Neutered,2023-04-12,normal,stray,2024-10-12,2024-10-21,adoption,Adopted,2.0027397260273974
cat,black,Neutered,2024-06-27,under age/weight,stray,2024-08-03,2024-09-12,adoption,Adopted,0.7917808219178082
dog,black,Male,2015-08-16,normal,stray,2018-08-16,2018-08-22,transfer,Not Adopted,9.663013698630136
cat,calico dilute,Spayed,2024-06-27,under age/weight,stray,2024-08-03,2024-09-19,adoption,Adopted,0.7917808219178082
cat,black,Male,2022-03-05,normal,stray,2023-01-05,2023-01-12,transfer,Not Adopted,3.106849315068493
bird,black,Unknown,2016-12-09,injured  severe,wildlife,2017-12-09,2017-12-09,transfer,Not Adopted,8.345205479452055
cat,black,Spayed,2019-04-22,normal,stray,2019-06-22,2019-12-15,adoption,Adopted,5.978082191780822
cat,brown  tabby,Neutered,2024-09-01,under age/weight,stray,2024-09-21,2024-11-13,adoption,Adopted,0.6109589041095891
cat,black,Spayed,2019-05-04,normal,stray,2019-06-22,2020-02-15,adoption,Adopted,5.945205479452055
dog,tricolor,Male,2017-01-20,normal,confiscate,2018-01-20,2018-06-14,return to owner,Not Adopted,8.23013698630137
cat,gray,Female,2020-03-13,normal,stray,2020-05-13,2020-05-14,adoption,Adopted,5.0849315068493155
dog,white,Spayed,2019-06-07,normal,stray,2019-10-07,2019-10-20,adoption,Adopted,5.852054794520548
cat,black,Neutered,2021-10-10,ill mild,stray,2021-12-10,2022-01-08,adoption,Adopted,3.506849315068493
cat,black,Spayed,2023-09-20,under age/weight,stray,2023-11-08,2023-11-22,adoption,Adopted,1.5616438356164384
dog,black,Spayed,2023-07-04,injured  mild,stray,2023-10-01,2023-11-15,adoption,Adopted,1.7753424657534247
dog,tan,Male,2014-04-26,normal,stray,2017-04-26,2017-04-29,return to owner,Not Adopted,10.96986301369863
cat,seal point,Female,2021-08-24,normal,stray,2021-10-24,2021-10-24,rescue,Adopted,3.6356164383561644
dog,black,Female,2013-09-17,normal,confiscate,2019-09-17,2019-09-27,transfer,Not Adopted,11.575342465753424
cat,white,Male,2019-06-13,under age/weight,stray,2019-07-13,2019-08-22,transfer,Not Adopted,5.835616438356165
dog,brown,Female,2015-08-29,normal,stray,2018-08-29,2018-09-13,rescue,Adopted,9.627397260273973
cat,gray,Spayed,2020-04-29,under age/weight,stray,2020-05-30,2020-06-03,foster to adopt,Adopted,4.956164383561644
cat,brown  tabby,Spayed,2018-02-06,fractious,stray,2020-02-06,2020-02-12,"shelter, neuter, return",Not Adopted,7.183561643835616
cat,orange tabby,Neutered,2019-03-01,fractious,stray,2022-03-01,2022-06-29,adoption,Adopted,6.120547945205479
cat,calico,Female,2018-07-06,under age/weight,stray,2018-08-11,2018-08-12,transfer,Not Adopted,6.772602739726027
dog,fawn,Male,2016-06-12,behavior  severe,owner surrender,2018-06-12,2018-06-28,euthanasia,Not Adopted,8.838356164383562
cat,orange tabby,Unknown,2018-03-29,under age/weight,stray,2018-04-20,2018-04-20,rescue,Adopted,7.043835616438356
cat,brown  tabby,Unknown,2018-03-29,under age/weight,stray,2018-04-20,2018-04-20,rescue,Adopted,7.043835616438356
dog,brown,Male,2015-06-03,normal,stray,2020-06-03,2020-06-11,return to owner,Not Adopted,9.865753424657534
dog,tan,Neutered,2020-05-26,normal,quarantine,2024-05-26,2024-06-05,return to owner,Not Adopted,4.882191780821918
cat,gray,Neutered,2013-01-06,normal,owner surrender,2024-05-18,2024-07-14,adoption,Adopted,12.271232876712329
cat,orange,Male,2024-04-16,under age/weight,stray,2024-05-16,2024-05-23,rescue,Adopted,0.989041095890411
cat,black,Male,2021-03-14,under age/weight,stray,2021-04-14,2021-04-15,transfer,Not Adopted,4.082191780821918
cat,calico dilute,Female,2024-04-16,under age/weight,stray,2024-05-16,2024-05-23,rescue,Adopted,0.989041095890411
dog,black,Male,2005-06-04,injured  severe,owner surrender,2022-06-04,2022-06-04,euthanasia,Not Adopted,19.86849315068493
cat,black,Unknown,2024-04-13,under age/weight,stray,2024-04-13,2024-04-13,rescue,Adopted,0.9972602739726028
dog,brown,Female,2017-03-10,normal,stray,2018-03-10,2018-03-16,transfer,Not Adopted,8.095890410958905
cat,orange tabby,Neutered,2011-03-03,injured  severe,owner surrender,2022-03-03,2022-03-13,adoption,Adopted,14.12054794520548
dog,brown,Male,2013-05-30,normal,owner surrender,2018-05-30,2018-06-18,euthanasia,Not Adopted,11.876712328767123
dog,gray,Spayed,2023-01-02,injured  mild,stray,2023-09-02,2023-09-10,adoption,Adopted,2.276712328767123
cat,black,Male,2019-09-30,injured  severe,stray,2020-09-30,2020-10-01,euthanasia,Not Adopted,5.536986301369863
dog,blue brindle,Male,2022-09-29,normal,stray,2023-09-29,2023-11-15,adoption,Adopted,2.536986301369863
dog,tan,Female,2015-03-15,injured  moderate,stray,2022-02-13,2022-02-16,return to owner,Not Adopted,10.084931506849315
dog,brown,Male,2009-07-05,normal,stray,2019-07-04,2019-07-06,return to owner,Not Adopted,15.780821917808218
dog,tan,Male,2013-06-15,behavior  severe,quarantine,2020-06-15,2020-06-17,euthanasia,Not Adopted,11.832876712328767
cat,black,Spayed,2017-05-22,normal,stray,2019-05-22,2019-06-06,"shelter, neuter, return",Not Adopted,7.895890410958904
cat,lynx point,Unknown,2023-07-27,ill mild,stray,2023-08-08,2023-08-08,rescue,Adopted,1.7123287671232876
cat,white,Neutered,2017-05-22,normal,stray,2019-05-22,2019-06-06,"shelter, neuter, return",Not Adopted,7.895890410958904
cat,black,Neutered,2018-06-20,normal,stray,2018-11-04,2018-11-05,"shelter, neuter, return",Not Adopted,6.816438356164384
cat,brown  tabby,Unknown,2017-09-01,feral,stray,2017-10-12,2017-10-21,euthanasia,Not Adopted,7.616438356164384
cat,black,Neutered,2022-04-14,normal,stray,2022-05-14,2022-05-21,foster to adopt,Adopted,2.9972602739726026
cat,gray,Unknown,2018-01-09,injured  severe,stray,2018-07-09,2018-07-09,euthanasia,Not Adopted,7.260273972602739
dog,black,Neutered,2012-01-03,normal,stray,2020-01-01,2020-01-10,adoption,Adopted,13.282191780821918
dog,tricolor,Male,2017-08-17,normal,stray,2019-08-17,2019-08-23,transfer,Not Adopted,7.657534246575342
dog,gray,Neutered,2020-11-04,normal,owner surrender,2022-03-04,2022-04-20,adoption,Adopted,4.438356164383562
cat,black,Spayed,2024-05-11,under age/weight,stray,2024-06-11,2024-08-21,adoption,Adopted,0.9205479452054794
dog,cream,Female,2010-10-22,normal,stray,2019-11-30,2019-12-05,return to owner,Not Adopted,14.482191780821918
cat,calico,Female,2014-10-28,normal,stray,2017-10-28,2017-11-05,transfer,Not Adopted,10.463013698630137
dog,black,Female,2016-10-07,ill severe,stray,2017-03-06,2017-03-19,rescue,Adopted,8.517808219178082
cat,black,Unknown,2017-10-28,under age/weight,stray,2017-10-28,2017-11-05,transfer,Not Adopted,7.46027397260274
cat,brown  tabby,Spayed,2015-06-22,i/i report,stray,2023-06-22,2023-09-15,adoption,Adopted,9.813698630136987
cat,gray,Spayed,2019-07-12,normal,stray,2019-09-12,2019-10-25,adoption,Adopted,5.756164383561644
cat,black,Spayed,2019-07-12,normal,stray,2019-09-12,2019-12-04,adoption,Adopted,5.756164383561644
cat,brown  tabby,Female,2021-04-07,under age/weight,stray,2021-04-14,2021-04-16,transfer,Not Adopted,4.016438356164383
dog,black,Spayed,2023-11-17,normal,stray,2024-07-10,2024-08-31,adoption,Adopted,1.4027397260273973
dog,tan,Male,2021-09-06,normal,owner surrender,2023-09-06,2023-09-24,adoption,Adopted,3.6
cat,black,Male,2015-08-01,normal,owner surrender,2018-08-01,2018-09-07,euthanasia,Not Adopted,9.704109589041096
dog,tan,Female,2006-05-16,ill severe,stray,2019-05-16,2019-05-16,euthanasia,Not Adopted,18.92054794520548
cat,orange,Unknown,2010-11-18,injured  moderate,stray,2018-11-18,2018-11-18,euthanasia,Not Adopted,14.408219178082192
dog,black,Neutered,2023-08-18,normal,stray,2024-01-18,2024-01-27,adoption,Adopted,1.652054794520548
cat,calico,Female,2020-04-05,under age/weight,stray,2020-04-26,2020-04-26,rescue,Adopted,5.021917808219178
cat,white,Male,2022-03-15,normal,stray,2022-03-18,2022-03-19,rescue,Adopted,3.0794520547945203
cat,white,Male,2022-03-15,normal,stray,2022-03-18,2022-03-19,rescue,Adopted,3.0794520547945203
cat,orange tabby,Male,2018-08-25,under age/weight,stray,2018-08-27,2018-08-27,euthanasia,Not Adopted,6.635616438356164
cat,white,Male,2022-03-15,normal,stray,2022-03-18,2022-03-19,rescue,Adopted,3.0794520547945203
cat,orange,Unknown,2017-09-12,under age/weight,stray,2017-09-14,2017-09-14,euthanasia,Not Adopted,7.586301369863014
cat,calico,Female,2022-03-15,normal,stray,2022-03-18,2022-03-19,rescue,Adopted,3.0794520547945203
cat,gray,Female,2017-08-06,normal,stray,2017-09-11,2017-09-13,transfer,Not Adopted,7.6876712328767125
cat,white,Male,2022-03-15,normal,stray,2022-03-18,2022-03-19,rescue,Adopted,3.0794520547945203
cat,white,Unknown,2018-04-10,under age/weight,stray,2018-04-25,2018-04-25,euthanasia,Not Adopted,7.010958904109589
cat,gray tabby,Neutered,2017-07-24,fractious,stray,2020-07-24,2020-08-11,rescue,Adopted,7.723287671232876
cat,tortie,Spayed,2021-07-08,injured  severe,stray,2022-07-06,2022-08-28,homefirst,Adopted,3.7643835616438355
dog,brown,Male,2015-05-17,normal,stray,2017-05-17,2017-05-25,transfer,Not Adopted,9.912328767123288
cat,black,Neutered,2024-08-12,normal,stray,2024-10-12,2024-11-16,adoption,Adopted,0.6657534246575343
rabbit,tan,Female,2016-03-15,normal,owner surrender,2017-03-15,2017-03-31,adoption,Adopted,9.082191780821917
cat,black,Female,2023-08-02,i/i report,return,2023-12-29,2023-12-30,adoption,Adopted,1.6958904109589041
cat,black,Spayed,2017-08-17,fractious,stray,2019-08-17,2019-10-10,missing,Not Adopted,7.657534246575342
dog,black,Male,2018-01-17,normal,stray,2018-03-17,2018-03-23,transfer,Not Adopted,7.238356164383561
