animal_type,primary_color,sex,dob,intake_condition,intake_type,intake_date,outcome_date,outcome_type,outcome_group,age_at_intake
cat,black tabby,Male,2020-05-25,under age/weight,stray,2020-07-09,2020-07-12,rescue,Adopted,4.841095890410959
cat,orange tabby,Unknown,2019-03-26,under age/weight,stray,2019-04-02,2019-04-02,rescue,Adopted,6.008219178082192
cat,brown  tabby,Unknown,2020-12-17,injured  severe,stray,2023-12-17,2023-12-17,euthanasia,Not Adopted,4.276712328767124
cat,cream,Female,2018-09-13,injured  severe,stray,2022-09-13,2022-09-13,euthanasia,Not Adopted,6.53972602739726
dog,black,Neutered,2020-09-07,normal,owner surrender,2022-09-07,2023-05-20,adoption,Adopted,4.553424657534246
dog,brown,Spayed,2014-12-23,aged,stray,2024-12-23,2024-12-25,return to owner,Not Adopted,10.265753424657534
cat,black,Unknown,2022-03-28,normal,stray,2022-06-28,2022-06-28,euthanasia,Not Adopted,3
dog,white,Spayed,2018-09-15,normal,stray,2022-05-14,2022-05-20,return to owner,Not Adopted,6.534246575342466
dog,black,Male,2023-05-01,ill severe,stray,2023-08-01,2023-08-02,rescue,Adopted,1.906849315068493
dog,white,Female,2011-02-18,normal,safe keep,2019-02-18,2019-02-20,return to owner,Not Adopted,14.112328767123287
dog,tan,Female,2023-05-10,normal,stray,2024-05-10,2024-05-12,return to owner,Not Adopted,1.8821917808219177
cat,black,Unknown,2022-03-28,normal,stray,2022-06-28,2022-06-28,euthanasia,Not Adopted,3
cat,gray tabby,Spayed,2011-08-23,normal,return,2023-10-08,2023-11-01,adoption,Adopted,13.602739726027398
dog,black,Male,2018-04-19,injured  mild,stray,2021-04-19,2021-04-22,return to owner,Not Adopted,6.942465753424657
cat,black,Male,2023-06-12,injured  severe,owner surrender,2024-06-12,2024-06-13,euthanasia,Not Adopted,1.7917808219178082
dog,tan,Spayed,2009-12-04,normal,stray,2018-11-16,2019-01-02,adoption,Adopted,15.32054794520548
cat,black,Male,2022-11-30,normal,welfare seized,2023-01-30,2023-02-05,euthanasia,Not Adopted,2.3232876712328765
rabbit,white,Neutered,2021-03-13,normal,stray,2021-04-22,2021-11-02,rescue,Adopted,4.041095890410959
cat,black,Male,2024-04-20,injured  severe,stray,2024-06-20,2024-06-20,euthanasia,Not Adopted,0.9342465753424658
wild,gray,Unknown,2017-04-27,under age/weight,wildlife,2017-06-27,2017-06-27,return to wild habitat,Not Adopted,7.920547945205479
cat,black,Neutered,2022-04-03,under age/weight,stray,2022-06-03,2022-06-12,adoption,Adopted,2.9835616438356163
cat,lynx point,Unknown,2018-08-11,under age/weight,stray,2018-08-29,2018-08-29,rescue,Adopted,6.63013698630137
cat,calico,Male,2022-04-17,under age/weight,stray,2022-04-23,2022-05-13,adoption,Adopted,2.9452054794520546
cat,brown,Spayed,2022-03-28,ill mild,stray,2022-07-28,2022-08-05,adoption,Adopted,3
cat,tortie,Spayed,2022-04-17,under age/weight,stray,2022-04-23,2022-06-11,adoption,Adopted,2.9452054794520546
cat,gray,Female,2018-04-15,injured  severe,owner surrender,2021-04-15,2021-04-15,euthanasia,Not Adopted,6.953424657534247
cat,black,Spayed,2017-03-16,ill mild,owner surrender,2022-03-16,2022-03-19,adoption,Adopted,8.035616438356165
cat,gray tabby,Neutered,2024-02-19,normal,stray,2024-05-05,2024-05-23,adoption,Adopted,1.1013698630136985
cat,gray tabby,Spayed,2024-02-19,normal,stray,2024-05-05,2024-05-22,adoption,Adopted,1.1013698630136985
cat,black,Female,2020-03-29,under age/weight,stray,2020-05-13,2020-05-15,rescue,Adopted,4.997260273972603
cat,black,Spayed,2021-03-11,normal,stray,2021-06-11,2021-10-19,rescue,Adopted,4.046575342465753
cat,white,Spayed,2017-05-27,normal,stray,2018-05-27,2018-06-20,"shelter, neuter, return",Not Adopted,7.838356164383562
dog,tan,Female,2003-09-06,ill mild,stray,2018-09-06,2018-09-06,euthanasia,Not Adopted,21.56986301369863
cat,tortie,Female,2018-04-23,under age/weight,stray,2018-05-26,2018-06-11,euthanasia,Not Adopted,6.931506849315069
cat,black,Unknown,2018-06-03,normal,stray,2018-05-27,2018-06-12,euthanasia,Not Adopted,6.8191780821917805
cat,tortie,Female,2024-08-05,under age/weight,stray,2024-08-25,2024-08-25,rescue,Adopted,0.6410958904109589
cat,black,Spayed,2017-07-06,normal,stray,2018-05-26,2018-06-12,"shelter, neuter, return",Not Adopted,7.728767123287671
cat,calico tabby,Spayed,2013-11-11,feral,stray,2017-11-11,2017-11-16,"shelter, neuter, return",Not Adopted,11.38082191780822
cat,brown  tabby,Neutered,2019-07-03,ill severe,stray,2019-08-14,2020-01-17,adoption,Adopted,5.736986301369863
cat,white,Female,2011-03-05,ill moderatete,stray,2017-03-05,2017-03-05,euthanasia,Not Adopted,14.07123287671233
wild,black,Unknown,2018-03-20,under age/weight,wildlife,2018-03-28,2018-03-28,euthanasia,Not Adopted,7.024657534246575
cat,orange tabby,Male,2017-09-02,injured  severe,stray,2017-10-20,2017-10-20,euthanasia,Not Adopted,7.5698630136986305
cat,gray,Male,2021-05-29,under age/weight,stray,2021-08-05,2021-10-03,rescue,Adopted,3.83013698630137
dog,white,Male,2016-02-01,normal,stray,2017-12-27,2017-12-27,return to owner,Not Adopted,9.156164383561643
cat,calico,Spayed,2020-02-12,under age/weight,stray,2020-06-12,2020-06-17,foster to adopt,Adopted,5.123287671232877
dog,black,Spayed,2019-10-04,normal,stray,2021-04-04,2021-04-22,transfer,Not Adopted,5.482191780821918
cat,white,Neutered,2018-05-18,ill mild,stray,2023-05-18,2023-12-09,adoption,Adopted,6.863013698630137
dog,brown,Spayed,2015-06-16,normal,stray,2023-06-16,2023-09-14,adoption,Adopted,9.786301369863013
dog,black,Female,2019-10-30,normal,stray,2021-10-30,2021-11-10,return to owner,Not Adopted,5.410958904109589
cat,orange tabby,Neutered,2019-04-23,normal,stray,2019-09-08,2019-10-26,"shelter, neuter, return",Not Adopted,5.931506849315069
cat,black,Neutered,2018-05-27,normal,stray,2018-05-23,2018-07-13,missing,Not Adopted,6.838356164383562
rabbit,gray,Neutered,2020-12-04,normal,stray,2022-12-03,2023-01-08,rescue,Adopted,4.3123287671232875
dog,brown,Male,2021-10-26,welfare seizures,welfare seized,2022-06-26,2022-07-03,return to owner,Not Adopted,3.419178082191781
dog,black,Male,2008-08-10,injured  severe,stray,2018-08-10,2018-08-13,euthanasia,Not Adopted,16.638356164383563
cat,brown  tabby,Male,2018-02-02,normal,stray,2018-04-27,2018-04-28,rescue,Adopted,7.1506849315068495
cat,black,Neutered,2019-09-03,normal,stray,2024-08-10,2024-10-11,community cat,Not Adopted,5.567123287671233
cat,brown  tabby,Male,2018-02-02,normal,stray,2018-04-27,2018-04-28,rescue,Adopted,7.1506849315068495
cat,orange tabby,Neutered,2016-06-12,behavior  moderate,stray,2019-06-12,2019-06-26,"shelter, neuter, return",Not Adopted,8.794520547945206
cat,black,Female,2017-08-11,normal,stray,2018-02-11,2018-02-14,transfer,Not Adopted,7.63013698630137
cat,gray tabby,Unknown,2016-08-10,fractious,stray,2019-08-10,2019-09-20,euthanasia,Not Adopted,8.632876712328768
cat,white,Male,2022-06-21,ill moderatete,stray,2022-07-21,2022-07-21,euthanasia,Not Adopted,2.767123287671233
cat,tan,Male,2021-02-15,normal,owner surrender,2021-04-16,2021-04-16,transfer,Not Adopted,4.112328767123287
cat,orange tabby,Unknown,2017-09-08,under age/weight,stray,2017-09-11,2017-09-11,euthanasia,Not Adopted,7.553424657534246
cat,black,Neutered,2022-05-22,ill moderatete,stray,2022-07-22,2022-08-31,homefirst,Adopted,2.8493150684931505
cat,black,Spayed,2017-04-12,normal,stray,2017-08-12,2017-09-24,"shelter, neuter, return",Not Adopted,7.961643835616439
cat,black,Unknown,2017-09-08,under age/weight,stray,2017-09-11,2017-09-11,euthanasia,Not Adopted,7.553424657534246
cat,brown  tabby,Spayed,2014-08-12,normal,stray,2017-08-12,2017-08-29,rescue,Adopted,10.63013698630137
other,gray,Unknown,2022-11-17,injured  mild,wildlife,2023-04-17,2023-04-17,rescue,Adopted,2.3589041095890413
dog,brown,Male,2008-05-15,normal,stray,2020-02-23,2020-02-23,return to owner,Not Adopted,16.876712328767123
cat,black,Female,2021-07-05,under age/weight,stray,2021-08-05,2021-08-05,rescue,Adopted,3.728767123287671
dog,white,Spayed,2023-01-05,normal,stray,2024-07-05,2024-07-19,adoption,Adopted,2.2246575342465755
cat,black,Male,2018-07-04,under age/weight,stray,2018-08-09,2018-08-24,rescue,Adopted,6.734246575342466
cat,white,Female,2020-04-20,normal,stray,2020-06-21,2020-06-24,rescue,Adopted,4.936986301369863
cat,white,Spayed,2020-06-17,ill moderatete,stray,2022-06-17,2022-07-17,community cat,Not Adopted,4.778082191780822
cat,brown  tabby,Male,2018-07-04,under age/weight,stray,2018-08-09,2018-08-24,rescue,Adopted,6.734246575342466
dog,tan,Male,2016-01-13,normal,stray,2017-01-13,2017-01-19,transfer,Not Adopted,9.208219178082192
cat,black,Male,2016-08-24,injured  severe,stray,2019-08-24,2019-08-24,euthanasia,Not Adopted,8.594520547945205
cat,brown  tabby,Male,2019-09-18,normal,stray,2019-12-18,2019-12-23,transfer,Not Adopted,5.526027397260274
cat,black,Neutered,2012-04-07,feral,stray,2017-03-08,2017-03-11,return to rescue,Not Adopted,12.978082191780821
cat,black,Spayed,2017-12-18,normal,stray,2019-12-18,2019-12-30,"shelter, neuter, return",Not Adopted,7.276712328767124
dog,white,Female,2017-12-05,normal,stray,2019-12-05,2019-12-11,transfer,Not Adopted,7.3123287671232875
other,black,Unknown,2017-05-12,injured  severe,wildlife,2017-06-12,2017-06-12,euthanasia,Not Adopted,7.879452054794521
dog,brown,Neutered,2021-03-24,normal,stray,2022-03-24,2022-04-20,adoption,Adopted,4.010958904109589
rabbit,white,Neutered,2020-09-20,ill mild,stray,2021-09-20,2021-12-11,rescue,Adopted,4.517808219178082
cat,black tabby,Male,2024-05-16,under age/weight,stray,2024-06-01,2024-06-03,died,Not Adopted,0.863013698630137
cat,black,Female,2022-08-13,ill severe,owner surrender,2024-02-13,2024-02-27,return to owner,Not Adopted,2.621917808219178
cat,black,Neutered,2024-06-16,under age/weight,stray,2024-06-01,2024-09-11,rescue,Adopted,0.7780821917808219
dog,black,Neutered,2021-02-04,normal,stray,2023-02-04,2023-02-28,transfer,Not Adopted,4.142465753424657
cat,orange tabby,Neutered,2013-03-05,normal,stray,2017-11-30,2017-11-30,return to rescue,Not Adopted,12.068493150684931
dog,white,Male,2017-04-23,normal,stray,2018-04-23,2018-05-03,transfer,Not Adopted,7.931506849315069
cat,black,Female,2022-04-02,under age/weight,stray,2022-04-08,2022-04-10,euthanasia,Not Adopted,2.9863013698630136
cat,gray,Spayed,2023-03-26,normal,stray,2023-05-13,2023-05-21,homefirst,Adopted,2.0054794520547947
dog,gray,Spayed,2018-06-14,ill mild,stray,2023-06-14,2023-06-24,adoption,Adopted,6.789041095890411
cat,brown  tabby,Neutered,2022-03-23,injured  moderate,stray,2023-03-23,2023-03-31,community cat,Not Adopted,3.0136986301369864
dog,gray,Spayed,2022-04-26,normal,stray,2024-04-26,2024-05-08,adoption,Adopted,2.9205479452054797
cat,gray,Female,2016-01-21,normal,stray,2021-01-21,2021-02-25,adoption,Adopted,9.186301369863013
dog,gray,Female,2018-08-17,normal,owner surrender,2020-01-17,2020-04-08,rescue,Adopted,6.6136986301369864
cat,orange tabby,Male,2019-05-04,under age/weight,stray,2019-05-11,2019-05-26,rescue,Adopted,5.901369863013699
dog,red,Male,2022-02-16,normal,owner surrender,2023-02-16,2023-02-24,return to owner,Not Adopted,3.1095890410958904
cat,brown  tabby,Unknown,2019-05-09,under age/weight,stray,2019-05-11,2019-05-21,died,Not Adopted,5.887671232876713
cat,gray,Female,2024-03-22,under age/weight,stray,2024-03-23,2024-03-24,rescue,Adopted,1.0136986301369864
cat,black,Neutered,2017-12-11,normal,stray,2019-12-11,2019-12-18,"shelter, neuter, return",Not Adopted,7.295890410958904
cat,brown  tabby,Unknown,2019-05-09,under age/weight,stray,2019-05-11,2019-05-19,died,Not Adopted,5.887671232876713
cat,brown  tabby,Male,2018-05-01,normal,stray,2018-08-01,2018-08-05,transfer,Not Adopted,6.909589041095891
cat,gray tabby,Neutered,2020-01-30,normal,"trap, neuter, return",2022-01-30,2022-02-01,"trap, neuter, release",Not Adopted,5.158904109589041
cat,gray tabby,Female,2018-05-01,normal,stray,2018-08-01,2018-08-08,rescue,Adopted,6.909589041095891
cat,brown  tabby,Spayed,2016-06-12,normal,stray,2019-06-12,2019-12-28,adoption,Adopted,8.794520547945206
cat,brown  tabby,Male,2018-05-01,normal,stray,2018-08-01,2018-08-05,transfer,Not Adopted,6.909589041095891
cat,gray,Unknown,2017-04-27,under age/weight,stray,2017-05-27,2017-05-28,rescue,Adopted,7.920547945205479
cat,black,Female,2020-05-03,ill mild,stray,2020-07-03,2020-07-12,rescue,Adopted,4.901369863013699
cat,black,Female,2023-12-21,under age/weight,stray,2024-01-05,2024-03-09,rescue,Adopted,1.2657534246575342
cat,brown  tabby,Female,2018-06-20,ill moderatete,stray,2019-06-20,2019-06-22,rescue,Adopted,6.772602739726027
dog,tricolor,Male,2022-09-16,normal,stray,2023-09-16,2023-09-21,rescue,Adopted,2.5287671232876714
cat,gray,Female,2023-02-15,injured  moderate,stray,2023-04-12,2023-04-21,rescue,Adopted,2.1123287671232878
cat,calico,Spayed,2020-03-05,normal,stray,2021-03-05,2021-09-16,adoption,Adopted,5.063013698630137
cat,white,Female,2020-10-01,injured  severe,stray,2021-10-01,2021-10-01,euthanasia,Not Adopted,4.487671232876712
cat,tan,Male,2019-08-01,under age/weight,stray,2019-08-16,2019-08-30,transfer,Not Adopted,5.657534246575342
dog,white,Male,2017-03-18,normal,owner surrender,2018-03-18,2018-03-19,transfer,Not Adopted,8.03013698630137
dog,brown,Female,2017-03-18,normal,owner surrender,2018-03-18,2018-03-19,transfer,Not Adopted,8.03013698630137
cat,black,Spayed,2024-04-24,under age/weight,stray,2024-06-05,2024-07-17,adoption,Adopted,0.9232876712328767
dog,white,Neutered,2007-08-01,normal,stray,2018-07-06,2018-07-08,return to owner,Not Adopted,17.665753424657535
bird,white,Unknown,2014-08-23,injured  severe,wildlife,2017-08-23,2017-08-23,rescue,Adopted,10.6
dog,white,Spayed,2023-04-15,normal,welfare seized,2024-10-11,2024-10-16,return to owner,Not Adopted,1.9506849315068493
cat,black,Neutered,2019-07-06,normal,stray,2019-11-06,2019-11-12,"shelter, neuter, return",Not Adopted,5.728767123287671
cat,snowshoe,Neutered,2019-06-06,normal,stray,2021-06-06,2021-07-09,community cat,Not Adopted,5.810958904109589
cat,brown  tabby,Female,2017-07-26,under age/weight,stray,2017-08-26,2017-08-26,euthanasia,Not Adopted,7.673972602739726
cat,gray tabby,Neutered,2010-04-01,normal,owner surrender,2017-03-31,2017-04-06,transfer,Not Adopted,14.997260273972604
cat,black,Neutered,2017-12-20,normal,stray,2018-06-20,2019-03-02,adoption,Adopted,7.271232876712329
cat,gray,Neutered,2006-04-01,normal,owner surrender,2017-03-31,2017-10-06,adoption,Adopted,19
cat,brown  tabby,Male,2017-07-26,under age/weight,stray,2017-08-26,2017-08-26,euthanasia,Not Adopted,7.673972602739726
cat,orange tabby,Neutered,2007-04-01,normal,owner surrender,2017-03-31,2017-05-28,adoption,Adopted,18
cat,brown  tabby,Female,2024-09-12,under age/weight,stray,2024-09-12,2024-09-14,died,Not Adopted,0.536986301369863
cat,white,Neutered,2010-02-01,normal,owner surrender,2017-03-31,2017-05-30,rescue,Adopted,15.158904109589042
bird,white,Unknown,2021-12-26,normal,wildlife,2022-12-26,2022-12-26,return to wild habitat,Not Adopted,3.252054794520548
wild,black,Unknown,2018-11-20,ill severe,wildlife,2019-05-20,2019-05-20,euthanasia,Not Adopted,6.353424657534247
cat,brown  tabby,Neutered,2006-04-01,normal,owner surrender,2017-03-31,2017-05-19,adoption,Adopted,19
cat,gray tabby,Female,2013-09-04,ill severe,stray,2020-09-04,2020-09-04,euthanasia,Not Adopted,11.567123287671233
cat,gray tabby,Spayed,2023-09-01,ill mild,stray,2024-03-01,2024-03-22,adoption,Adopted,1.5698630136986302
cat,gray,Female,2022-11-05,ill severe,stray,2023-11-05,2023-11-05,euthanasia,Not Adopted,2.3917808219178083
cat,black,Spayed,2021-03-20,under age/weight,stray,2021-04-20,2021-05-02,foster to adopt,Adopted,4.021917808219178
cat,brown  tabby,Male,2023-07-18,ill moderatete,stray,2023-08-29,2023-10-01,rescue,Adopted,1.6931506849315068
dog,black,Female,2017-10-09,fractious,stray,2020-10-09,2020-11-06,rescue,Adopted,7.468493150684932
cat,seal point,Unknown,2021-09-10,ill severe,stray,2021-10-10,2021-10-10,euthanasia,Not Adopted,3.5452054794520547
cat,tortie,Female,2019-10-05,normal,stray,2019-12-05,2019-12-12,rescue,Adopted,5.47945205479452
dog,tan,Male,2016-05-30,normal,stray,2022-11-24,2022-11-24,return to owner,Not Adopted,8.830136986301369
dog,white,Female,2021-07-29,injured  moderate,stray,2022-07-29,2022-08-05,transfer,Not Adopted,3.663013698630137
cat,black,Spayed,2018-09-19,normal,welfare seized,2022-09-19,2022-09-23,return to owner,Not Adopted,6.523287671232877
rabbit,white,Spayed,2023-04-05,normal,stray,2024-04-04,2024-04-19,rescue,Adopted,1.978082191780822
cat,seal point,Male,2020-08-23,under age/weight,stray,2020-09-23,2020-09-24,rescue,Adopted,4.594520547945206
cat,seal point,Female,2020-08-23,under age/weight,stray,2020-09-23,2020-09-24,rescue,Adopted,4.594520547945206
dog,white,Male,2017-03-30,behavior  moderate,stray,2018-03-30,2018-04-14,euthanasia,Not Adopted,7.997260273972603
dog,brown,Neutered,2013-05-13,normal,quarantine,2024-01-15,2024-01-24,return to owner,Not Adopted,11.87945205479452
dog,tan,Spayed,2018-12-13,injured  severe,stray,2022-12-13,2022-12-18,homefirst,Adopted,6.2904109589041095
dog,tan,Female,2023-01-01,normal,stray,2023-10-13,2023-10-22,return to owner,Not Adopted,2.2356164383561645
wild,black,Unknown,2017-06-26,under age/weight,wildlife,2017-07-26,2017-07-26,return to wild habitat,Not Adopted,7.756164383561644
cat,orange,Male,2021-05-21,ill mild,stray,2021-06-17,2021-06-24,died,Not Adopted,3.852054794520548
cat,point,Neutered,2018-05-21,fractious,stray,2019-05-21,2019-06-27,"shelter, neuter, return",Not Adopted,6.854794520547945
dog,blue brindle,Spayed,2021-02-03,i/i report,stray,2023-03-31,2023-04-01,return to owner,Not Adopted,4.145205479452055
cat,gray,Female,2021-08-16,ill mild,stray,2021-09-16,2021-09-18,rescue,Adopted,3.6136986301369864
cat,brown  tabby,Male,2019-04-20,under age/weight,stray,2019-06-05,2019-06-06,transfer,Not Adopted,5.93972602739726
bird,yellow,Unknown,2019-06-01,under age/weight,wildlife,2019-07-01,2019-07-01,rescue,Adopted,5.824657534246575
bird,white,Unknown,2024-06-09,under age/weight,wildlife,2024-07-09,2024-07-09,transfer,Not Adopted,0.7972602739726027
bird,white,Unknown,2024-06-09,under age/weight,wildlife,2024-07-09,2024-07-09,transfer,Not Adopted,0.7972602739726027
cat,tortie,Female,2018-11-19,under age/weight,stray,2018-11-21,2018-12-18,euthanasia,Not Adopted,6.3561643835616435
cat,gray tabby,Female,2017-11-04,normal,stray,2020-11-04,2020-11-21,rescue,Adopted,7.397260273972603
cat,brown  tabby,Unknown,2022-04-24,under age/weight,stray,2022-04-29,2022-04-30,died,Not Adopted,2.926027397260274
dog,black,Neutered,2001-05-11,ill mild,owner surrender,2022-08-31,2022-08-31,euthanasia,Not Adopted,23.893150684931506
cat,orange,Neutered,2023-02-03,under age/weight,stray,2023-02-18,2023-04-13,adoption,Adopted,2.1452054794520548
bird,brown,Unknown,2018-04-13,injured  mild,wildlife,2018-06-13,2018-06-13,transfer,Not Adopted,6.958904109589041
cat,unknown,Spayed,2019-08-29,normal,"trap, neuter, return",2022-05-01,2022-05-01,duplicate,Not Adopted,5.580821917808219
bird,white,Unknown,2022-09-26,injured  severe,wildlife,2023-09-26,2023-09-26,euthanasia,Not Adopted,2.5013698630136987
cat,orange tabby,Neutered,2021-08-17,ill moderatete,stray,2024-08-17,2024-08-24,community cat,Not Adopted,3.610958904109589
cat,tortie,Female,2013-06-03,ill severe,stray,2023-06-03,2023-06-07,euthanasia,Not Adopted,11.821917808219178
cat,white,Spayed,2017-05-27,normal,stray,2018-07-15,2018-07-28,return to rescue,Not Adopted,7.838356164383562
cat,gray tabby,Male,2024-07-31,ill moderatete,stray,2024-09-11,2024-09-11,rescue,Adopted,0.6547945205479452
cat,black,Neutered,2023-06-17,under age/weight,stray,2023-07-02,2023-10-18,adoption,Adopted,1.7780821917808218
dog,black,Neutered,2018-08-10,normal,stray,2022-08-07,2022-08-31,adoption,Adopted,6.632876712328767
wild,brown,Unknown,2020-04-13,injured  severe,wildlife,2020-12-13,2020-12-13,euthanasia,Not Adopted,4.956164383561644
other,gray,Unknown,2023-01-08,ill severe,wildlife,2024-01-08,2024-01-08,euthanasia,Not Adopted,2.2164383561643834
cat,brown  tabby,Neutered,2016-04-02,injured  mild,stray,2024-11-16,2024-11-22,return to owner,Not Adopted,8.98904109589041
dog,black,Spayed,2019-06-16,normal,stray,2021-06-19,2021-07-01,adoption,Adopted,5.7835616438356166
cat,brown  tabby,Female,2014-08-14,ill mild,stray,2024-08-14,2024-08-16,euthanasia,Not Adopted,10.624657534246575
cat,black,Female,2018-05-25,normal,owner surrender,2018-08-08,2018-08-09,transfer,Not Adopted,6.843835616438356
cat,black,Female,2017-08-08,normal,owner surrender,2018-08-08,2018-08-09,transfer,Not Adopted,7.638356164383562
dog,black,Spayed,2020-12-18,normal,stray,2022-12-18,2022-12-24,adoption,Adopted,4.273972602739726
bird,brown,Unknown,2022-01-11,under age/weight,wildlife,2022-02-11,2022-02-12,rescue,Adopted,3.208219178082192
cat,white,Female,2023-08-04,injured  severe,stray,2023-08-19,2023-09-03,rescue,Adopted,1.6465753424657534
cat,brown  tabby,Female,2023-07-09,ill mild,stray,2023-09-09,2023-09-11,euthanasia,Not Adopted,1.7178082191780821
cat,black,Male,2017-06-27,under age/weight,stray,2017-07-27,2017-07-27,euthanasia,Not Adopted,7.7534246575342465
cat,tortie,Female,2023-08-04,injured  severe,stray,2023-08-19,2023-08-19,died,Not Adopted,1.6465753424657534
dog,black,Spayed,2014-05-31,normal,owner surrender,2024-05-31,2024-06-08,rescue,Adopted,10.830136986301369
cat,calico,Female,2013-05-24,normal,owner surrender,2023-05-24,2023-06-21,adoption,Adopted,11.849315068493151
cat,orange,Neutered,2007-05-24,normal,owner surrender,2023-05-24,2023-09-20,adoption,Adopted,17.854794520547944
cat,black,Female,2019-05-24,i/i report,owner surrender,2023-05-24,2023-07-30,adoption,Adopted,5.846575342465753
other,black,Female,2023-07-28,injured  severe,wildlife,2024-07-28,2024-07-28,euthanasia,Not Adopted,1.6657534246575343
cat,black,Female,2022-02-26,i/i report,stray,2023-07-26,2023-08-03,adoption,Adopted,3.0821917808219177
bird,black smoke,Female,2014-10-03,normal,owner surrender,2020-10-03,2020-10-03,rescue,Adopted,10.487671232876712
bird,black smoke,Female,2014-10-03,normal,owner surrender,2020-10-03,2020-10-03,rescue,Adopted,10.487671232876712
cat,black,Neutered,2016-08-06,normal,stray,2019-08-06,2019-09-12,"shelter, neuter, return",Not Adopted,8.643835616438356
dog,black,Female,2013-08-24,ill severe,stray,2018-08-24,2019-01-23,adoption,Adopted,11.597260273972603
dog,black,Spayed,2024-02-12,normal,stray,2024-11-10,2024-12-28,adoption,Adopted,1.1205479452054794
dog,black,Female,2014-06-15,normal,owner surrender,2017-06-15,2017-06-21,rescue,Adopted,10.789041095890411
dog,white,Female,2007-06-05,normal,stray,2017-06-05,2017-07-02,rescue,Adopted,17.82191780821918
cat,gray tabby,Spayed,2019-08-24,under age/weight,stray,2019-09-14,2019-10-06,adoption,Adopted,5.594520547945206
bird,gray,Unknown,2016-09-12,injured  mild,wildlife,2017-09-12,2017-09-20,rescue,Adopted,8.542465753424658
dog,brown,Neutered,2017-06-08,normal,stray,2022-06-08,2022-06-22,adoption,Adopted,7.8054794520547945
dog,black,Neutered,2021-09-26,injured  mild,stray,2022-09-25,2023-02-01,homefirst,Adopted,3.5013698630136987
dog,black,Female,2009-02-22,normal,stray,2017-02-22,2017-03-02,transfer,Not Adopted,16.101369863013698
cat,calico,Female,2019-10-03,normal,stray,2019-11-03,2019-11-13,rescue,Adopted,5.484931506849315
cat,black,Spayed,2020-02-28,normal,stray,2020-08-28,2020-09-01,transfer,Not Adopted,5.079452054794521
cat,calico tabby,Spayed,2021-05-04,injured  moderate,stray,2021-09-04,2021-09-23,adoption,Adopted,3.8986301369863012
cat,brown  tabby,Unknown,2019-08-01,under age/weight,stray,2019-09-04,2019-09-04,rescue,Adopted,5.657534246575342
cat,white,Male,2017-04-16,under age/weight,stray,2017-05-04,2017-05-07,rescue,Adopted,7.950684931506849
cat,black,Neutered,2019-07-18,under age/weight,stray,2019-08-21,2020-03-20,adoption,Adopted,5.695890410958904
cat,orange tabby,Male,2017-03-12,injured  moderate,stray,2017-07-12,2017-07-13,euthanasia,Not Adopted,8.046575342465754
other,gray,Unknown,2015-01-19,normal,wildlife,2018-01-19,2018-01-19,euthanasia,Not Adopted,10.191780821917808
cat,white,Unknown,2023-04-21,normal,stray,2023-04-21,2023-05-01,died,Not Adopted,1.9342465753424658
cat,orange,Neutered,2009-05-16,feral,stray,2017-05-09,2017-05-17,"shelter, neuter, return",Not Adopted,15.873972602739727
cat,black,Female,2015-03-30,normal,stray,2017-03-30,2017-03-31,rescue,Adopted,10
cat,black,Male,2017-03-16,normal,stray,2017-03-30,2017-03-31,rescue,Adopted,8.035616438356165
cat,black,Unknown,2017-09-20,under age/weight,stray,2017-10-08,2017-10-08,euthanasia,Not Adopted,7.52054794520548
cat,calico,Spayed,2018-03-26,normal,stray,2021-03-26,2021-03-30,"shelter, neuter, return",Not Adopted,7.008219178082192
dog,tan,Male,2017-06-09,normal,owner surrender,2019-05-09,2019-05-10,transfer,Not Adopted,7.802739726027397
cat,black,Spayed,2016-10-10,feral,stray,2017-03-10,2017-04-25,rescue,Adopted,8.465753424657533
dog,gray,Spayed,2018-06-12,normal,stray,2024-06-12,2024-06-16,adoption,Adopted,6.794520547945205
cat,cream tabby,Neutered,2023-03-08,under age/weight,stray,2023-04-23,2023-04-27,adoption,Adopted,2.0547945205479454
cat,gray,Spayed,2021-08-25,under age/weight,stray,2023-08-25,2023-09-27,adoption,Adopted,3.589041095890411
cat,black,Female,2016-11-14,normal,stray,2017-01-14,2017-01-15,rescue,Adopted,8.36986301369863
cat,brown  tabby,Spayed,2023-07-25,under age/weight,stray,2023-08-25,2023-10-08,adoption,Adopted,1.673972602739726
dog,brown,Spayed,2014-04-19,normal,quarantine,2019-04-19,2019-05-02,return to owner,Not Adopted,10.945205479452055
cat,gray,Male,2017-01-18,ill moderatete,stray,2021-01-18,2021-01-18,euthanasia,Not Adopted,8.191780821917808
dog,tan,Male,2008-10-12,injured  severe,stray,2017-10-09,2017-10-12,return to owner,Not Adopted,16.465753424657535
cat,gray,Male,2009-01-18,feral,owner surrender,2017-01-18,2017-01-23,euthanasia,Not Adopted,16.197260273972603
cat,black,Female,2023-07-24,under age/weight,stray,2023-07-25,2023-10-20,adoption,Adopted,1.6767123287671233
dog,tan,Neutered,2021-04-18,normal,stray,2023-04-18,2023-04-18,return to owner,Not Adopted,3.9424657534246577
cat,black,Neutered,2017-03-07,injured  mild,stray,2018-03-07,2018-04-11,adoption,Adopted,8.06027397260274
cat,black,Unknown,2017-06-08,normal,stray,2017-06-08,2017-06-15,euthanasia,Not Adopted,7.8054794520547945
